Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,State,Category,Sub-Category,Quantity,Discount,Sales,Profit
ORD-103055,2024-09-29,2024-10-05,Standard Class,Consumer,West,Washington,Furniture,Chairs,4,0.1,484.09,22.49
ORD-103056,2023-08-23,2023-08-26,First Class,Home Office,East,Massachusetts,Furniture,Tables,3,0.0,1047.16,-85.62
ORD-103057,2024-09-18,2024-09-24,Standard Class,Consumer,West,Arizona,Office Supplies,Paper,10,0.5,76.3,-11.17
ORD-103058,2025-04-18,2025-04-24,Standard Class,Home Office,Central,Michigan,Office Supplies,Labels,6,0.1,27.66,7.38
ORD-103059,2025-06-13,2025-06-19,Second Class,Home Office,East,Virginia,Office Supplies,Storage,5,0.0,323.16,56.48
ORD-103060,2023-04-12,2023-04-20,Standard Class,Corporate,West,Washington,Office Supplies,Fasteners,2,0.0,11.3,2.24
ORD-103061,2025-08-06,2025-08-14,Standard Class,Corporate,Central,Minnesota,Office Supplies,Labels,7,0.3,28.64,2.65
ORD-103062,2024-11-09,2024-11-16,Standard Class,Consumer,South,Georgia,Office Supplies,Art,2,0.2,22.3,0.65
ORD-103063,2024-11-26,2024-12-01,Second Class,Consumer,East,New Jersey,Office Supplies,Fasteners,5,0.4,16.95,-1.92
ORD-103064,2024-08-28,2024-09-01,Second Class,Home Office,East,Massachusetts,Office Supplies,Paper,5,0.0,43.97,15.43
ORD-103065,2025-04-29,2025-05-05,Standard Class,Consumer,Central,Michigan,Office Supplies,Labels,5,0.0,39.84,11.08
ORD-103066,2025-09-22,2025-09-29,Standard Class,Corporate,West,Nevada,Office Supplies,Storage,5,0.15,297.82,0.97
ORD-103067,2025-06-14,2025-06-18,First Class,Corporate,East,New York,Office Supplies,Storage,1,0.2,66.44,-4.91
ORD-103068,2024-07-11,2024-07-15,Second Class,Corporate,West,Arizona,Office Supplies,Fasteners,10,0.1,49.09,6.18
ORD-103069,2025-05-11,2025-05-17,Standard Class,Consumer,East,New Jersey,Furniture,Bookcases,2,0.0,112.01,3.35
ORD-103070,2024-01-03,2024-01-10,Standard Class,Corporate,East,New York,Office Supplies,Fasteners,9,0.15,52.56,3.63
ORD-103071,2024-08-06,2024-08-12,Standard Class,Consumer,East,Massachusetts,Technology,Accessories,2,0.15,97.64,11.23
ORD-103072,2025-09-07,2025-09-11,Second Class,Home Office,South,Florida,Office Supplies,Paper,5,0.0,34.13,11.63
ORD-103073,2023-08-14,2023-08-18,Second Class,Consumer,East,New Jersey,Office Supplies,Labels,7,0.15,34.29,3.4
ORD-103074,2025-06-03,2025-06-07,First Class,Consumer,West,Washington,Office Supplies,Binders,1,0.2,11.95,1.52
ORD-103075,2024-05-30,2024-06-05,Standard Class,Consumer,Central,Illinois,Office Supplies,Fasteners,2,0.0,12.91,2.94
ORD-103076,2023-12-23,2023-12-29,Standard Class,Home Office,Central,Minnesota,Office Supplies,Fasteners,4,0.1,18.56,2.95
ORD-103077,2025-01-23,2025-01-27,Second Class,Home Office,West,Nevada,Office Supplies,Fasteners,2,0.3,6.97,-0.55
ORD-103078,2024-10-22,2024-10-26,Second Class,Corporate,West,Oregon,Office Supplies,Labels,6,0.15,52.31,8.78
ORD-103079,2025-05-09,2025-05-15,Standard Class,Corporate,Central,Minnesota,Furniture,Chairs,9,0.0,818.75,112.71
ORD-103080,2025-06-20,2025-06-28,Standard Class,Consumer,South,Georgia,Furniture,Chairs,6,0.0,825.23,60.19
ORD-103081,2025-03-11,2025-03-19,Standard Class,Home Office,East,Virginia,Office Supplies,Binders,3,0.2,52.1,4.47
ORD-103082,2025-07-30,2025-08-04,Second Class,Home Office,Central,Ohio,Office Supplies,Paper,3,0.1,18.26,3.86
ORD-103083,2025-05-23,2025-05-27,First Class,Consumer,East,Massachusetts,Office Supplies,Art,6,0.4,46.58,-3.78
ORD-103084,2024-11-07,2024-11-13,Second Class,Corporate,West,Oregon,Furniture,Tables,7,0.15,2673.53,-243.43
ORD-103085,2025-01-04,2025-01-12,Standard Class,Home Office,South,Alabama,Furniture,Furnishings,1,0.1,57.21,8.01
ORD-103086,2025-06-24,2025-06-30,Standard Class,Home Office,Central,Texas,Office Supplies,Storage,10,0.0,731.93,120.83
ORD-103087,2025-04-04,2025-04-10,Second Class,Corporate,West,Washington,Technology,Machines,3,0.4,975.46,-273.09
ORD-103088,2025-09-18,2025-09-24,Second Class,Consumer,Central,Minnesota,Office Supplies,Storage,9,0.4,322.85,-58.21
ORD-103089,2025-04-28,2025-05-04,Standard Class,Corporate,East,New Jersey,Office Supplies,Paper,9,0.1,42.39,9.29
ORD-103090,2024-11-28,2024-12-06,Standard Class,Corporate,Central,Texas,Technology,Machines,6,0.0,3630.1,381.69
ORD-103091,2025-02-13,2025-02-20,Standard Class,Corporate,East,Pennsylvania,Office Supplies,Storage,10,0.1,449.21,11.73
ORD-103092,2025-02-02,2025-02-10,Standard Class,Consumer,East,New Jersey,Technology,Accessories,5,0.15,340.66,32.41
ORD-103093,2025-03-05,2025-03-11,Standard Class,Consumer,South,Tennessee,Furniture,Tables,7,0.4,1996.53,-636.43
ORD-103094,2025-07-01,2025-07-07,Standard Class,Consumer,West,Nevada,Office Supplies,Storage,10,0.3,483.77,-38.36
ORD-103095,2024-12-11,2024-12-19,Standard Class,Corporate,Central,Illinois,Furniture,Tables,4,0.15,836.48,-94.98
ORD-103096,2023-12-30,2024-01-06,Standard Class,Home Office,East,New York,Office Supplies,Binders,1,0.3,13.28,0.11
ORD-103097,2024-01-14,2024-01-20,Standard Class,Consumer,South,Tennessee,Office Supplies,Binders,4,0.0,47.6,11.79
ORD-103098,2023-12-27,2024-01-02,Standard Class,Home Office,East,Pennsylvania,Furniture,Tables,9,0.1,1411.89,-68.69
ORD-103099,2024-03-02,2024-03-10,Standard Class,Consumer,South,Florida,Office Supplies,Paper,6,0.0,68.82,26.16
ORD-103100,2024-10-03,2024-10-11,Standard Class,Corporate,East,Pennsylvania,Office Supplies,Art,4,0.0,32.97,9.19
ORD-103101,2024-10-30,2024-11-05,Second Class,Consumer,Central,Ohio,Office Supplies,Binders,7,0.4,69.27,-8.24
ORD-103102,2024-11-27,2024-12-03,Standard Class,Consumer,South,Georgia,Furniture,Bookcases,3,0.4,464.91,-153.1
ORD-103103,2025-01-11,2025-01-18,Standard Class,Home Office,West,Arizona,Furniture,Bookcases,5,0.2,587.05,-88.4
ORD-103104,2025-07-26,2025-08-03,Standard Class,Corporate,West,California,Furniture,Furnishings,1,0.2,39.84,-2.05
ORD-103105,2024-04-15,2024-04-22,Standard Class,Consumer,West,Oregon,Office Supplies,Fasteners,3,0.3,13.29,-0.74
ORD-103106,2024-08-25,2024-08-31,Second Class,Consumer,Central,Michigan,Office Supplies,Paper,1,0.15,9.55,1.25
ORD-103107,2024-08-21,2024-08-27,Standard Class,Consumer,South,North Carolina,Furniture,Chairs,10,0.3,1238.84,-118.84
ORD-103108,2025-09-27,2025-10-04,Standard Class,Corporate,West,Oregon,Furniture,Furnishings,2,0.2,74.49,2.88
ORD-103109,2024-09-20,2024-09-26,Standard Class,Consumer,West,Nevada,Furniture,Bookcases,6,0.1,780.67,-93.19
ORD-103110,2024-02-06,2024-02-13,Standard Class,Home Office,West,Oregon,Office Supplies,Storage,7,0.0,333.73,69.27
ORD-103111,2025-01-04,2025-01-11,Standard Class,Home Office,West,Oregon,Office Supplies,Storage,3,0.2,156.72,3.34
ORD-103112,2023-02-28,2023-03-06,Second Class,Consumer,East,Pennsylvania,Office Supplies,Fasteners,5,0.1,26.95,4.06
ORD-103113,2025-04-12,2025-04-15,First Class,Consumer,West,Nevada,Office Supplies,Fasteners,4,0.15,19.09,0.67
ORD-103114,2024-03-16,2024-03-18,First Class,Consumer,South,Georgia,Office Supplies,Paper,4,0.1,29.02,6.78
ORD-103115,2025-08-24,2025-08-29,Second Class,Consumer,Central,Illinois,Office Supplies,Binders,6,0.0,140.97,35.6
ORD-103116,2024-05-14,2024-05-16,First Class,Corporate,West,Oregon,Office Supplies,Binders,3,0.15,58.72,5.14
ORD-103117,2025-07-24,2025-07-30,Standard Class,Consumer,Central,Minnesota,Office Supplies,Labels,7,0.0,36.73,11.58
ORD-103118,2025-04-25,2025-04-29,First Class,Consumer,Central,Illinois,Office Supplies,Storage,1,0.0,62.41,6.74
ORD-103119,2024-12-04,2024-12-06,First Class,Home Office,West,Nevada,Office Supplies,Art,9,0.1,41.28,3.63
ORD-103120,2024-03-16,2024-03-23,Standard Class,Home Office,Central,Ohio,Office Supplies,Labels,2,0.3,11.56,0.44
ORD-103121,2024-09-10,2024-09-16,Standard Class,Consumer,West,California,Office Supplies,Storage,1,0.4,58.15,-11.88
ORD-103122,2024-02-28,2024-03-07,Standard Class,Corporate,South,Tennessee,Office Supplies,Art,9,0.1,82.08,17.95
ORD-103123,2024-02-17,2024-02-24,Standard Class,Corporate,West,Washington,Office Supplies,Art,8,0.3,74.76,5.24
ORD-103124,2024-01-17,2024-01-23,Standard Class,Corporate,West,Washington,Furniture,Bookcases,4,0.15,398.43,-62.28
ORD-103125,2024-06-26,2024-07-02,Standard Class,Consumer,East,Pennsylvania,Furniture,Tables,8,0.15,1929.48,-280.65
ORD-103126,2024-04-18,2024-04-19,Same Day,Consumer,East,Pennsylvania,Furniture,Chairs,10,0.2,1353.67,-107.3
ORD-103127,2025-05-28,2025-06-03,Standard Class,Consumer,East,New Jersey,Technology,Accessories,6,0.2,419.66,26.08
ORD-103128,2023-06-24,2023-06-30,Standard Class,Consumer,East,New Jersey,Office Supplies,Paper,5,0.2,39.62,4.88
ORD-103129,2024-02-24,2024-03-02,Standard Class,Consumer,East,Virginia,Office Supplies,Labels,10,0.0,42.18,13.68
ORD-103130,2024-06-24,2024-07-02,Standard Class,Corporate,East,New Jersey,Technology,Accessories,10,0.1,390.65,93.61
ORD-103131,2024-05-24,2024-05-30,Standard Class,Consumer,West,California,Office Supplies,Fasteners,6,0.0,39.93,9.32
ORD-103132,2025-01-25,2025-01-31,Second Class,Corporate,East,Massachusetts,Office Supplies,Binders,8,0.4,68.99,-1.84
ORD-103133,2024-11-15,2024-11-22,Standard Class,Consumer,Central,Texas,Office Supplies,Binders,7,0.4,126.33,-15.58
ORD-103134,2024-04-11,2024-04-17,Standard Class,Home Office,West,Arizona,Furniture,Chairs,3,0.1,357.75,35.43
ORD-103135,2025-05-04,2025-05-08,Second Class,Home Office,East,New York,Office Supplies,Labels,8,0.0,25.66,7.0
ORD-103136,2025-03-23,2025-03-24,Same Day,Consumer,Central,Michigan,Office Supplies,Paper,5,0.0,48.0,19.31
ORD-103137,2023-12-25,2023-12-30,Second Class,Consumer,East,New York,Office Supplies,Labels,3,0.3,18.37,-0.78
ORD-103138,2025-01-09,2025-01-15,Standard Class,Home Office,East,New York,Office Supplies,Fasteners,5,0.0,21.82,4.74
ORD-103139,2025-06-21,2025-06-28,Standard Class,Corporate,West,California,Furniture,Furnishings,5,0.0,254.74,42.51
ORD-103140,2025-11-29,2025-12-01,First Class,Consumer,Central,Michigan,Technology,Machines,10,0.2,3303.96,-314.29
ORD-103141,2023-09-03,2023-09-10,Standard Class,Consumer,West,Washington,Office Supplies,Storage,4,0.0,133.36,18.3
ORD-103142,2023-10-16,2023-10-18,First Class,Corporate,East,New Jersey,Technology,Phones,9,0.4,3167.16,-863.92
ORD-103143,2025-10-02,2025-10-09,Standard Class,Consumer,West,Nevada,Office Supplies,Binders,6,0.5,97.58,-19.23
ORD-103144,2025-02-10,2025-02-18,Standard Class,Consumer,West,Washington,Office Supplies,Paper,7,0.0,81.38,27.64
ORD-103145,2024-10-29,2024-10-31,First Class,Consumer,Central,Minnesota,Office Supplies,Art,10,0.0,137.87,34.2
ORD-103146,2024-09-21,2024-09-25,First Class,Corporate,Central,Illinois,Technology,Phones,2,0.3,513.14,-63.64
ORD-103147,2025-09-12,2025-09-16,Second Class,Corporate,West,Nevada,Furniture,Bookcases,10,0.0,1907.16,243.82
ORD-103148,2024-02-04,2024-02-12,Standard Class,Consumer,West,Arizona,Office Supplies,Binders,6,0.15,111.55,19.76
ORD-103149,2024-01-19,2024-01-22,First Class,Corporate,West,Nevada,Office Supplies,Art,1,0.0,13.49,3.3
ORD-103150,2024-02-29,2024-03-08,Standard Class,Home Office,East,Virginia,Office Supplies,Fasteners,9,0.5,38.72,-10.39
ORD-103151,2024-02-02,2024-02-08,Standard Class,Corporate,Central,Illinois,Office Supplies,Storage,1,0.0,47.7,6.66
ORD-103152,2024-11-02,2024-11-08,Standard Class,Corporate,Central,Texas,Office Supplies,Art,6,0.2,69.26,2.27
ORD-103153,2025-02-05,2025-02-10,Second Class,Home Office,West,Arizona,Office Supplies,Art,2,0.15,33.03,2.41
ORD-103154,2024-06-14,2024-06-21,Standard Class,Consumer,West,Washington,Technology,Copiers,6,0.15,5035.32,-6.78
ORD-103155,2025-05-30,2025-06-01,Same Day,Consumer,East,Massachusetts,Office Supplies,Paper,1,0.0,7.32,2.27
ORD-103156,2025-08-19,2025-08-26,Standard Class,Consumer,East,Massachusetts,Office Supplies,Art,7,0.0,79.74,20.83
ORD-103157,2023-05-20,2023-05-27,Standard Class,Consumer,South,Tennessee,Technology,Copiers,7,0.1,7292.62,-611.93
ORD-103158,2024-04-29,2024-05-07,Standard Class,Consumer,South,Georgia,Office Supplies,Paper,3,0.0,37.14,14.76
ORD-103159,2024-11-09,2024-11-17,Standard Class,Consumer,Central,Texas,Office Supplies,Art,7,0.0,112.72,29.47
ORD-103160,2025-05-31,2025-06-05,Second Class,Consumer,East,New York,Furniture,Furnishings,2,0.0,88.09,14.03
ORD-103161,2025-05-10,2025-05-12,First Class,Corporate,East,New York,Office Supplies,Binders,1,0.0,19.17,5.81
ORD-103162,2024-05-19,2024-05-26,Standard Class,Corporate,East,New Jersey,Technology,Phones,8,0.2,2921.36,108.43
ORD-103163,2024-05-30,2024-06-04,Second Class,Corporate,West,Oregon,Office Supplies,Art,6,0.3,67.2,-3.31
ORD-103164,2025-01-30,2025-02-05,Standard Class,Consumer,Central,Michigan,Office Supplies,Art,1,0.0,13.51,2.96
ORD-103165,2024-11-29,2024-12-02,First Class,Corporate,Central,Ohio,Office Supplies,Fasteners,9,0.1,48.57,7.57
ORD-103166,2025-05-12,2025-05-19,Standard Class,Consumer,East,Pennsylvania,Furniture,Tables,10,0.0,2480.96,112.76
ORD-103167,2024-05-29,2024-06-04,Standard Class,Consumer,West,Arizona,Office Supplies,Binders,2,0.0,33.04,8.02
ORD-103168,2024-04-10,2024-04-14,First Class,Corporate,Central,Ohio,Technology,Machines,8,0.15,3950.14,-333.98
ORD-103169,2023-12-27,2024-01-03,Standard Class,Corporate,East,Pennsylvania,Office Supplies,Storage,3,0.0,89.04,12.89
ORD-103170,2025-04-07,2025-04-15,Standard Class,Consumer,West,Washington,Furniture,Furnishings,2,0.1,101.43,13.17
ORD-103171,2025-07-01,2025-07-09,,Corporate,Central,Ohio,Office Supplies,Labels,6,0.0,17.53,4.42
ORD-103172,2025-07-16,2025-07-24,Standard Class,Consumer,West,Washington,Office Supplies,Paper,9,0.1,65.83,11.84
ORD-103173,2024-03-22,2024-03-28,Standard Class,Consumer,West,Washington,Office Supplies,Fasteners,10,0.2,61.03,-2.18
ORD-103174,2025-06-24,2025-07-02,Standard Class,Home Office,East,New York,Furniture,Chairs,3,0.0,346.97,83.03
ORD-103175,2024-02-11,2024-02-18,Standard Class,Corporate,West,Oregon,Office Supplies,Binders,3,0.0,71.84,22.91
ORD-103176,2024-07-16,2024-07-22,Standard Class,Consumer,South,Florida,Office Supplies,Paper,4,0.1,26.89,1.61
ORD-103177,2024-07-30,2024-08-05,Standard Class,Home Office,Central,Ohio,Office Supplies,Binders,10,0.0,110.35,24.98
ORD-103178,2025-09-27,2025-10-04,Standard Class,Consumer,Central,Texas,Office Supplies,Art,8,0.15,41.41,5.64
ORD-103179,2024-07-02,2024-07-09,Standard Class,Home Office,West,Nevada,Technology,Copiers,8,0.1,6883.93,174.96
ORD-103180,2025-04-10,2025-04-17,Standard Class,Consumer,West,Washington,Technology,Phones,7,0.1,2146.2,94.6
ORD-103181,2025-08-21,2025-08-27,Second Class,Consumer,West,Washington,Office Supplies,Fasteners,2,0.0,11.13,2.5
ORD-103182,2024-10-20,2024-10-26,Second Class,Corporate,West,Nevada,Furniture,Chairs,1,0.15,103.24,-3.04
ORD-103183,2025-06-22,2025-06-25,First Class,Corporate,East,New York,Office Supplies,Labels,4,0.0,26.48,8.46
ORD-103184,2025-07-02,2025-07-10,Standard Class,Consumer,Central,Minnesota,Office Supplies,Binders,10,0.2,145.21,4.49
ORD-103185,2023-07-11,2023-07-15,Second Class,Consumer,West,Nevada,Office Supplies,Paper,9,0.0,102.89,36.0
ORD-103186,2025-07-21,2025-07-29,Standard Class,Consumer,Central,Michigan,Office Supplies,Fasteners,8,0.0,35.27,9.44
ORD-103187,2025-06-18,2025-06-20,First Class,Home Office,Central,Minnesota,Technology,Phones,9,0.2,1741.83,-143.11
ORD-103188,2025-06-19,2025-06-19,Same Day,Consumer,South,Tennessee,Office Supplies,Art,3,0.4,33.51,-4.16
ORD-103189,2025-07-15,2025-07-18,First Class,Corporate,South,Florida,Technology,Copiers,9,0.0,7801.38,976.15
ORD-103190,2025-02-13,2025-02-20,Standard Class,Consumer,West,Washington,Office Supplies,Paper,4,0.0,42.65,12.23
ORD-103191,2025-05-13,2025-05-21,Standard Class,Corporate,South,North Carolina,Technology,Accessories,3,0.15,178.7,22.07
ORD-103192,2025-01-04,2025-01-10,Standard Class,Corporate,West,Washington,Technology,Copiers,4,0.0,3490.04,306.23
ORD-103193,2024-03-28,2024-04-04,Standard Class,Consumer,East,New Jersey,Office Supplies,Paper,9,0.0,92.33,32.01
ORD-103194,2024-09-20,2024-09-26,Standard Class,Consumer,Central,Minnesota,Office Supplies,Art,9,0.4,99.02,-14.97
ORD-103195,2025-05-10,2025-05-16,Standard Class,Consumer,West,Arizona,Office Supplies,Binders,10,0.2,140.89,19.63
ORD-103196,2024-10-06,2024-10-14,Standard Class,Consumer,East,New York,Furniture,Tables,7,0.2,1681.26,-229.38
ORD-103197,2025-01-08,2025-01-16,Standard Class,Consumer,East,Massachusetts,Technology,Accessories,8,0.1,222.45,23.63
ORD-103198,2025-02-24,2025-02-28,Second Class,Consumer,East,Massachusetts,Office Supplies,Fasteners,1,0.0,6.32,1.04
ORD-103199,2024-10-23,2024-10-31,Standard Class,Corporate,East,New York,Office Supplies,Storage,5,0.0,365.12,43.17
ORD-103200,2025-06-24,2025-07-02,Standard Class,Home Office,South,Alabama,Technology,Accessories,3,0.15,174.16,18.5
ORD-103201,2023-05-05,2023-05-09,First Class,Consumer,South,Florida,Technology,Accessories,8,0.0,537.07,134.97
ORD-103202,2025-03-24,2025-03-30,Standard Class,Consumer,West,Arizona,Office Supplies,Fasteners,4,0.15,23.81,2.52
ORD-103203,2025-03-02,2025-03-08,Standard Class,Corporate,Central,Texas,Office Supplies,Art,10,0.1,125.76,15.39
ORD-103204,2025-04-03,2025-04-09,Standard Class,Consumer,Central,Ohio,Office Supplies,Storage,1,0.1,50.57,4.08
ORD-103205,2025-02-15,2025-02-17,First Class,Consumer,East,Massachusetts,Office Supplies,Binders,3,0.15,64.84,9.74
ORD-103206,2023-05-03,2023-05-07,First Class,Corporate,West,Arizona,Office Supplies,Fasteners,2,0.1,9.91,1.27
ORD-103207,2024-09-13,2024-09-20,Standard Class,Corporate,Central,Illinois,Office Supplies,Labels,6,0.15,26.42,3.23
ORD-103208,2024-01-18,2024-01-24,Second Class,Home Office,West,Oregon,Office Supplies,Storage,2,0.1,124.99,1.05
ORD-103209,2024-06-29,2024-07-05,Standard Class,Consumer,South,North Carolina,Technology,Copiers,7,0.1,6083.72,499.93
ORD-103210,2025-07-11,2025-07-17,Standard Class,Consumer,West,California,Technology,Phones,5,0.0,1120.31,73.5
ORD-103211,2023-10-17,2023-10-19,First Class,Home Office,Central,Illinois,Technology,Machines,3,0.3,1208.85,-308.49
ORD-103212,2024-10-12,2024-10-16,First Class,Home Office,East,New York,Technology,Accessories,5,0.0,152.18,31.98
ORD-103213,2024-03-25,2024-04-01,Standard Class,Corporate,Central,Illinois,Technology,Machines,4,0.0,2258.52,122.77
ORD-103214,2024-10-08,2024-10-16,Standard Class,Home Office,West,California,Office Supplies,Labels,7,0.1,49.84,9.43
ORD-103215,2025-03-12,2025-03-18,Standard Class,Home Office,Central,Michigan,Technology,Accessories,8,0.3,503.14,-1.53
ORD-103216,2023-12-09,2023-12-16,Standard Class,Corporate,East,Massachusetts,Technology,Accessories,4,0.2,224.49,14.75
ORD-103217,2024-10-29,2024-11-05,Standard Class,Consumer,East,New Jersey,Office Supplies,Labels,7,0.1,45.14,8.76
ORD-103218,2024-10-24,2024-10-31,Standard Class,Corporate,Central,Ohio,Office Supplies,Paper,2,0.0,22.88,8.38
ORD-103219,2024-06-20,2024-06-28,Standard Class,Consumer,West,Washington,Office Supplies,Paper,5,0.0,22.56,6.75
ORD-103220,2025-10-06,2025-10-13,Standard Class,Consumer,Central,Illinois,Office Supplies,Storage,7,0.1,480.73,34.05
ORD-103221,2025-05-18,2025-05-24,Second Class,Corporate,East,Virginia,Office Supplies,Storage,5,0.0,213.55,23.58
ORD-103222,2025-04-02,2025-04-06,Second Class,Consumer,West,Arizona,Office Supplies,Binders,2,0.0,37.98,10.9
ORD-103223,2024-11-09,2024-11-17,Standard Class,Home Office,South,Florida,Technology,Phones,7,0.2,3262.23,-201.2
ORD-103224,2025-11-10,2025-11-17,Standard Class,Corporate,East,New York,Office Supplies,Labels,3,0.2,16.72,2.28
ORD-103225,2024-10-08,2024-10-14,Standard Class,Consumer,South,Tennessee,Office Supplies,Storage,2,0.0,62.24,8.14
ORD-103226,2025-07-24,2025-07-30,Standard Class,Home Office,South,Alabama,Furniture,Chairs,2,0.0,169.35,27.23
ORD-103227,2024-10-16,2024-10-24,Standard Class,Corporate,West,Washington,Office Supplies,Paper,6,0.0,75.51,21.85
ORD-103228,2025-11-25,2025-12-03,Standard Class,Corporate,South,Tennessee,Technology,Accessories,9,0.0,579.18,116.85
ORD-103229,2025-08-25,2025-08-30,Second Class,Corporate,East,Virginia,Office Supplies,Fasteners,3,0.0,15.59,2.86
ORD-103230,2025-05-22,2025-05-23,Same Day,Consumer,Central,Michigan,Technology,Copiers,2,0.1,1688.21,26.05
ORD-103231,2025-05-05,2025-05-11,Standard Class,Consumer,South,Florida,Office Supplies,Fasteners,10,0.2,69.85,3.75
ORD-103232,2025-05-17,2025-05-24,Standard Class,Corporate,West,Arizona,Technology,Machines,7,0.0,2728.52,296.26
ORD-103233,2024-02-11,2024-02-18,Standard Class,Consumer,West,Arizona,Technology,Phones,5,0.15,1565.06,35.69
ORD-103234,2024-04-12,2024-04-19,Standard Class,Consumer,Central,Michigan,Office Supplies,Art,8,0.0,96.06,23.77
ORD-103235,2023-06-25,2023-07-02,Standard Class,Consumer,West,Washington,Office Supplies,Paper,10,0.1,97.79,15.68
ORD-103236,2024-11-21,2024-11-27,Standard Class,Corporate,West,Washington,Technology,Phones,1,0.0,482.91,77.53
ORD-103237,2023-07-02,2023-07-06,First Class,Consumer,East,Massachusetts,Technology,Accessories,2,0.0,134.95,20.34
ORD-103238,2025-07-13,2025-07-16,First Class,Consumer,East,New Jersey,Furniture,Tables,7,0.1,848.9,-84.69
ORD-103239,2024-08-27,2024-08-30,First Class,Corporate,West,Oregon,Technology,Machines,8,0.3,4326.47,-1092.96
ORD-103240,2025-02-25,2025-02-27,First Class,Home Office,East,New York,Furniture,Furnishings,3,0.0,130.81,24.36
ORD-103241,2025-06-29,2025-07-07,Standard Class,Corporate,East,Pennsylvania,Furniture,Chairs,8,0.0,851.22,58.19
ORD-103242,2024-01-01,2024-01-04,First Class,Consumer,East,New York,Office Supplies,Paper,6,0.0,36.24,11.44
ORD-103243,2023-08-15,2023-08-21,Second Class,Corporate,Central,Ohio,Technology,Machines,2,0.15,708.57,-56.39
ORD-103244,2025-05-21,2025-05-24,First Class,Home Office,West,Washington,Technology,Accessories,9,0.1,431.09,68.87
ORD-103245,2025-07-16,2025-07-22,Standard Class,Consumer,West,Oregon,Office Supplies,Labels,10,0.4,30.45,-2.41
ORD-103246,2024-06-28,2024-07-06,,Home Office,West,Arizona,Furniture,Tables,7,0.15,1257.98,-113.47
ORD-103247,2025-05-26,2025-06-03,Standard Class,Consumer,Central,Illinois,Furniture,Chairs,4,0.1,419.46,41.0
ORD-103248,2025-01-21,2025-01-27,Standard Class,Consumer,South,Florida,Furniture,Bookcases,7,0.0,1975.81,123.24
ORD-103249,2024-11-14,2024-11-21,Standard Class,Consumer,East,New York,Office Supplies,Binders,1,0.1,13.86,2.66
ORD-103250,2024-10-04,2024-10-10,Standard Class,Corporate,West,Nevada,Furniture,Furnishings,6,0.0,320.43,73.42
ORD-103251,2024-10-13,2024-10-21,Standard Class,Home Office,East,New York,Office Supplies,Art,2,0.0,25.79,6.37
ORD-103252,2024-07-30,2024-08-07,Standard Class,Consumer,West,Nevada,Furniture,Bookcases,2,0.0,447.12,20.76
ORD-103253,2024-06-09,2024-06-16,Standard Class,Consumer,East,New York,Furniture,Tables,6,0.3,952.17,-273.05
ORD-103254,2025-04-09,2025-04-15,Standard Class,Consumer,West,Nevada,Office Supplies,Fasteners,1,0.0,4.41,0.88
ORD-103255,2023-10-17,2023-10-19,Same Day,Consumer,West,Arizona,Furniture,Bookcases,2,0.0,195.05,14.56
ORD-103256,2025-01-04,2025-01-06,First Class,Home Office,West,Nevada,Office Supplies,Binders,6,0.0,133.15,43.87
ORD-103257,2024-09-07,2024-09-15,Standard Class,Consumer,East,Pennsylvania,Furniture,Furnishings,10,0.1,478.95,59.01
ORD-103258,2024-05-03,2024-05-09,Standard Class,Consumer,Central,Texas,Office Supplies,Storage,7,0.2,376.23,4.42
ORD-103259,2025-09-04,2025-09-07,First Class,Corporate,West,Washington,Office Supplies,Labels,8,0.0,63.12,17.11
ORD-103260,2023-10-06,2023-10-13,Standard Class,Consumer,South,Georgia,Office Supplies,Paper,10,0.0,121.11,41.01
ORD-103261,2025-01-12,2025-01-16,First Class,Corporate,West,California,Office Supplies,Storage,2,0.4,76.17,-17.09
ORD-103262,2025-05-28,2025-06-04,Standard Class,Consumer,West,Washington,Technology,Machines,4,0.1,2425.81,-86.58
ORD-103263,2023-10-30,2023-11-06,Standard Class,Consumer,West,California,Office Supplies,Binders,9,0.0,98.5,27.92
ORD-103264,2024-11-22,2024-11-26,Second Class,Corporate,West,Washington,Office Supplies,Binders,6,0.0,73.85,17.18
ORD-103265,2025-06-10,2025-06-16,Second Class,Consumer,West,Arizona,Furniture,Furnishings,2,0.1,74.83,5.4
ORD-103266,2024-05-03,2024-05-08,Second Class,Corporate,West,Nevada,Furniture,Bookcases,3,0.4,548.29,-145.81
ORD-103267,2025-03-07,2025-03-09,Same Day,Corporate,South,North Carolina,Furniture,Tables,10,0.0,1433.82,-106.41
ORD-103268,2025-07-27,2025-08-04,Standard Class,Consumer,East,New Jersey,Technology,Copiers,4,0.4,2723.21,-951.0
ORD-103269,2025-11-05,2025-11-08,First Class,Consumer,East,New Jersey,Office Supplies,Storage,6,0.15,312.25,1.46
ORD-103270,2024-10-15,2024-10-16,Same Day,Home Office,South,Alabama,Technology,Phones,9,0.0,2372.19,430.56
ORD-103271,2024-11-04,2024-11-12,Standard Class,Consumer,Central,Texas,Office Supplies,Paper,9,0.0,118.16,38.11
ORD-103272,2023-07-26,2023-08-03,Standard Class,Home Office,South,Georgia,Office Supplies,Fasteners,5,0.0,21.08,5.2
ORD-103273,2023-08-10,2023-08-17,Standard Class,Home Office,East,New Jersey,Office Supplies,Art,4,0.3,34.8,0.57
